content1,content2,tag1,tag2
 #dog #dogsofinstagram #dogs #puppy #dogstagram #instadog #doglover #love #doglife #dogoftheday #pet #doglovers #cute #puppylove #pets #instagram #puppiesofinstagram #doggo #puppies #dogsofinsta #cat #of #ilovemydog #petsofinstagram #animals #petstagram #dogphotography #doglove #hund #bhfyp, #instagood #nature #doggy #animal #photooftheday #photography #adoptdontshop #happy #cachorro #dogslife #cutedog #lovedogs #puppylife #cutedogs #follow #rescuedog #pup #like #happydog #picoftheday #labrador #dogsofinstaworld #hundeliebe #pitbull #perro #instapet #goldenretriever #chihuahua #dogsofig #dogofinstagram,"['#dog', '#dogsofinstagram', '#dogs', '#puppy', '#dogstagram', '#instadog', '#doglover', '#love', '#doglife', '#dogoftheday', '#pet', '#doglovers', '#cute', '#puppylove', '#pets', '#instagram', '#puppiesofinstagram', '#doggo', '#puppies', '#dogsofinsta', '#cat', '#of', '#ilovemydog', '#petsofinstagram', '#animals', '#petstagram', '#dogphotography', '#doglove', '#hund', '#bhfyp']","['#instagood', '#nature', '#doggy', '#animal', '#photooftheday', '#photography', '#adoptdontshop', '#happy', '#cachorro', '#dogslife', '#cutedog', '#lovedogs', '#puppylife', '#cutedogs', '#follow', '#rescuedog', '#pup', '#like', '#happydog', '#picoftheday', '#labrador', '#dogsofinstaworld', '#hundeliebe', '#pitbull', '#perro', '#instapet', '#goldenretriever', '#chihuahua', '#dogsofig', '#dogofinstagram']"
